frame_idx,timestamp_s,subject_id,segment_state,ground_truth_label,source_relpath
71,7.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03122_0_1_1_0_0_01.png
72,7.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02484_0_0_1_0_0_01.png
73,7.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02806_0_1_1_2_0_01.png
74,7.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02810_0_1_1_0_0_01.png
75,7.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02637_0_1_1_0_0_01.png
76,7.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02396_0_0_1_0_0_01.png
77,7.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01913_0_0_1_0_0_01.png
78,7.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02733_0_1_1_2_0_01.png
79,7.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02971_0_1_1_2_0_01.png
80,8.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02410_0_0_1_0_0_01.png
81,8.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03180_0_1_1_2_0_01.png
82,8.2,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01396_0_1_0_2_0_01.png
83,8.3,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01653_0_1_0_2_0_01.png
84,8.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03100_0_1_1_2_0_01.png
85,8.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03079_0_1_1_2_0_01.png
86,8.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01951_0_0_1_0_0_01.png
87,8.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02492_0_0_1_0_0_01.png
88,8.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02563_0_1_1_0_0_01.png
89,8.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02179_0_0_1_0_0_01.png
90,9.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02021_0_0_1_0_0_01.png
91,9.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02009_0_0_1_0_0_01.png
92,9.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02016_0_0_1_0_0_01.png
93,9.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02719_0_1_1_2_0_01.png
94,9.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02487_0_0_1_0_0_01.png
95,9.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02927_0_1_1_1_0_01.png
96,9.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02305_0_0_1_0_0_01.png
97,9.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02575_0_1_1_1_1_01.png
98,9.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03166_0_1_1_2_0_01.png
99,9.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02343_0_0_1_0_0_01.png
100,10.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02602_0_1_1_0_0_01.png
101,10.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01920_0_0_1_0_0_01.png
102,10.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02057_0_0_1_0_0_01.png
103,10.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03202_0_1_1_0_0_01.png
104,10.4,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00804_0_0_0_0_0_01.png
105,10.5,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01679_0_1_0_0_1_01.png
106,10.6,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01837_0_1_0_0_0_01.png
107,10.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02927_0_1_1_1_0_01.png
108,10.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02656_0_1_1_2_0_01.png
109,10.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02174_0_0_1_0_0_01.png
110,11.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01982_0_0_1_0_0_01.png
111,11.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02575_0_1_1_1_1_01.png
112,11.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02609_0_1_1_0_0_01.png
113,11.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02562_0_1_1_0_0_01.png
114,11.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02774_0_1_1_2_0_01.png
115,11.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01862_0_0_1_0_0_01.png
116,11.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03009_0_1_1_2_0_01.png
117,11.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02962_0_1_1_2_0_01.png
118,11.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02236_0_0_1_0_0_01.png
119,11.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02425_0_0_1_0_0_01.png
120,12.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02846_0_1_1_2_0_01.png
121,12.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02803_0_1_1_2_0_01.png
122,12.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02262_0_0_1_0_0_01.png
123,12.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02938_0_1_1_2_0_01.png
124,12.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03020_0_1_1_2_0_01.png
125,12.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02019_0_0_1_0_0_01.png
126,12.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02137_0_0_1_0_0_01.png
127,12.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02325_0_0_1_0_0_01.png
128,12.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02099_0_0_1_0_0_01.png
129,12.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02428_0_0_1_0_0_01.png
130,13.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01853_0_0_1_0_0_01.png
131,13.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02111_0_0_1_0_0_01.png
132,13.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02823_0_1_1_0_1_01.png
133,13.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03007_0_1_1_2_0_01.png
134,13.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02779_0_1_1_2_0_01.png
135,13.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01843_0_0_1_0_0_01.png
136,13.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02963_0_1_1_2_0_01.png
137,13.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02775_0_1_1_0_0_01.png
138,13.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01910_0_0_1_0_0_01.png
139,13.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02468_0_0_1_0_0_01.png
140,14.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02914_0_1_1_2_0_01.png
141,14.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02499_0_0_1_0_0_01.png
142,14.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02646_0_1_1_0_0_01.png
143,14.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03059_0_1_1_2_0_01.png
144,14.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02273_0_0_1_0_0_01.png
145,14.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03097_0_1_1_2_0_01.png
146,14.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03219_0_1_1_2_0_01.png
147,14.7,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00574_0_0_0_0_0_01.png
148,14.8,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00020_0_0_0_0_0_01.png
149,14.9,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00560_0_0_0_0_0_01.png
150,15.0,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01039_0_1_0_2_1_01.png
151,15.1,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00188_0_0_0_0_0_01.png
152,15.2,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01113_0_1_0_2_0_01.png
153,15.3,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01088_0_1_0_2_0_01.png
154,15.4,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00229_0_0_0_0_0_01.png
155,15.5,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01124_0_1_0_2_0_01.png
156,15.6,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00651_0_0_0_0_0_01.png
157,15.7,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01521_0_1_0_0_0_01.png
158,15.8,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01403_0_1_0_2_0_01.png
159,15.9,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00748_0_0_0_0_0_01.png
160,16.0,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01708_0_1_0_0_0_01.png
161,16.1,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00924_0_1_0_2_0_01.png
162,16.2,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00066_0_0_0_0_0_01.png
163,16.3,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00027_0_0_0_0_0_01.png
164,16.4,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01779_0_1_0_2_0_01.png
165,16.5,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01180_0_1_0_2_0_01.png
166,16.6,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00388_0_0_0_0_0_01.png
167,16.7,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00868_0_0_0_0_0_01.png
168,16.8,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01289_0_1_0_2_0_01.png
169,16.9,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01206_0_1_0_2_0_01.png
170,17.0,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00583_0_0_0_0_0_01.png
171,17.1,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00952_0_1_0_2_0_01.png
172,17.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02086_0_0_1_0_0_01.png
173,17.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02091_0_0_1_0_0_01.png
174,17.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02919_0_1_1_0_0_01.png
175,17.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02537_0_0_1_0_0_01.png
176,17.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03030_0_1_1_2_0_01.png
177,17.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02624_0_1_1_0_0_01.png
178,17.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03048_0_1_1_2_0_01.png
179,17.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02174_0_0_1_0_0_01.png
180,18.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03082_0_1_1_2_0_01.png
181,18.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02156_0_0_1_0_0_01.png
182,18.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02995_0_1_1_2_0_01.png
183,18.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02553_0_1_1_0_0_01.png
184,18.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02714_0_1_1_0_0_01.png
185,18.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02721_0_1_1_2_0_01.png
186,18.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02908_0_1_1_0_0_01.png
187,18.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02202_0_0_1_0_0_01.png
188,18.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02117_0_0_1_0_0_01.png
189,18.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02892_0_1_1_0_1_01.png
190,19.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02224_0_0_1_0_0_01.png
191,19.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02021_0_0_1_0_0_01.png
192,19.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03194_0_1_1_0_0_01.png
193,19.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02741_0_1_1_2_0_01.png
194,19.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03155_0_1_1_2_0_01.png
195,19.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02673_0_1_1_2_0_01.png
196,19.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01897_0_0_1_0_0_01.png
197,19.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02690_0_1_1_0_0_01.png
198,19.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02024_0_0_1_0_0_01.png
199,19.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02692_0_1_1_2_0_01.png
200,20.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02895_0_1_1_0_0_01.png
201,20.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02732_0_1_1_2_0_01.png
202,20.2,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01708_0_1_0_0_0_01.png
203,20.3,s0001,blink,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00264_0_0_0_0_0_01.png
204,20.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03050_0_1_1_2_0_01.png
205,20.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02632_0_1_1_2_0_01.png
206,20.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03003_0_1_1_2_0_01.png
207,20.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02912_0_1_1_0_0_01.png
208,20.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01892_0_0_1_0_0_01.png
209,20.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01966_0_0_1_0_0_01.png
210,21.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02251_0_0_1_0_0_01.png
211,21.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02893_0_1_1_0_1_01.png
212,21.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02992_0_1_1_2_0_01.png
213,21.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02613_0_1_1_2_0_01.png
214,21.4,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02294_0_0_1_0_0_01.png
215,21.5,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03019_0_1_1_2_0_01.png
216,21.6,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03123_0_1_1_2_0_01.png
217,21.7,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_01912_0_0_1_0_0_01.png
218,21.8,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02206_0_0_1_0_0_01.png
219,21.9,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_03071_0_1_1_2_0_01.png
220,22.0,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02411_0_0_1_0_0_01.png
221,22.1,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02324_0_0_1_0_0_01.png
222,22.2,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02784_0_1_1_2_0_01.png
223,22.3,s0001,alert,open,data/raw/mrlEyes_2018_01/s0001/s0001_02864_0_1_1_0_0_01.png
224,22.4,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01785_0_1_0_2_0_01.png
225,22.5,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00134_0_0_0_0_0_01.png
226,22.6,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01001_0_1_0_2_0_01.png
227,22.7,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00737_0_0_0_0_0_01.png
228,22.8,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00024_0_0_0_0_0_01.png
229,22.9,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01623_0_1_0_0_0_01.png
230,23.0,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00267_0_0_0_0_0_01.png
231,23.1,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00249_0_0_0_0_0_01.png
232,23.2,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00856_0_0_0_0_0_01.png
233,23.3,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00740_0_0_0_0_0_01.png
234,23.4,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00916_0_0_0_0_0_01.png
235,23.5,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00855_0_0_0_0_0_01.png
236,23.6,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01390_0_1_0_2_0_01.png
237,23.7,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00904_0_0_0_0_0_01.png
238,23.8,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01721_0_1_0_2_0_01.png
239,23.9,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_01712_0_1_0_2_0_01.png
240,24.0,s0001,microsleep,closed,data/raw/mrlEyes_2018_01/s0001/s0001_00790_0_0_0_0_0_01.png
